year,ccode,time,timesq,changehr,monitoring,monitoring_lagged,meanmonitoring,forinv,conflict,polity,monitoringAI,meanAI,poplog,gdplog,shaming,AI_lagged,v2x_clphy,changeclphy,rs_shaming
1960,2,,,,,,,,,,,,,8.0087395,,,.8080000000000001,0,
1961,2,,,,,,,,,,,,,8.0283127,,,.8080000000000001,0,
1962,2,,,,,,,,,,,,,8.0845137,,,.8080000000000001,0,
1963,2,,,,,,,,,,,,,8.1240072,,,.8080000000000001,0,
1964,2,,,,,,,,,,,,,8.1814241,,,.8080000000000001,0,
1965,2,,,,,,,,,,,,,8.2499743,,,.83,.022,
1966,2,,,,,,,,,,,,,8.3299761,,,.842,.012,
1967,2,,,,,,,,,,,,,8.3748064,,,.842,0,
1968,2,,,,,,,,,,,,,8.4544497,,,.877,.035,
1969,2,,,,,,,,,,,,,8.5236015,,,.894,.017000001,
1970,2,,,,,,,,,,,,,8.5653896,,,.901,.0070000002,
1971,2,,,,,,,,,,,,,8.6346998,,,.901,0,
1972,2,,,,,,,,,,,,,8.7176695,,,.912,.011,
1973,2,,,,,,,,,,,,,8.8160133,,,.912,0,
1974,2,,,,,,,,,,,,,8.8877134,,,.912,0,
1975,2,,,,,,,,,,,,,8.964448,,,.912,0,
1976,2,,,,,,,,,,,,,9.0608425,,,.912,0,
1977,2,0,0,,,,,.19190381,0,1,,,19.210224,9.1560221,,,.912,0,
1978,2,.025,.00062499999,.25541425,,,,.20043731,0,1,,,19.220819,9.2674093,,,.912,0,
1979,2,.050000001,.0024999999,.20221293,,,,.20868154,0,1,,,19.231855,9.3669643,,,.912,0,
1980,2,.075000003,.0056250002,.17278671,,,,.23245385,0,1,,,19.241451,9.441267,,,.912,0,
1981,2,.1,.010000001,.10428131,,,,.25639683,0,1,,,19.251265,9.5463247,,,.9379999999999999,.026000001,
1982,2,.125,.015625,.024117829,,,,.2234633,0,1,,,19.260799,9.5776863,,,.9379999999999999,0,
1983,2,.15000001,.022500001,-.03857255,,,,.2168332,0,1,,,19.269943,9.6525507,,,.9379999999999999,0,
1984,2,.175,.030624999,-.12070894,,,,.25747293,0,1,,,19.278601,9.7488365,,,.9379999999999999,0,
1985,2,.2,.040000003,-.22567451,,,,.24278662,0,1,,,19.287462,9.8129845,,,.9379999999999999,0,
1986,2,.22499999,.050624996,-.14206946,,,,.28807202,0,1,,,19.296703,9.8582315,,,.9379999999999999,0,
1987,2,.25,.0625,-.075952411,,,,.35586563,0,1,,,19.305641,9.9085178,,,.9379999999999999,0,
1988,2,.27500001,.075625002,-.0049305004,,,,.35294399,0,1,,,19.314722,9.975028,,,.9379999999999999,0,
1989,2,.30000001,.090000004,-.02866387,,,,.38314101,.071428575,1,,,19.324165,10.039871,,,.9379999999999999,0,
1990,2,.32499999,.10562499,-.047390461,,,,.32358587,0,1,,,19.335463,10.083911,,,.948,.0099999998,
1991,2,.34999999,.12249999,-.2651459,,,,.2494659,0,1,,,19.348825,10.102551,,,.948,0,
1992,2,.375,.140625,-.053935651,,,,.23911867,0,1,,,19.362694,10.146157,0,,.948,0,0
1993,2,.40000001,.16000001,.16570032,,,,.33006844,0,1,,,19.375881,10.183573,0,,.948,0,0
1994,2,.42500001,.18062501,.093927383,,,,.3139618,0,1,,,19.388144,10.231951,8,,.948,0,.2962963
1995,2,.44999999,.20249999,.029324291,,,,.35352543,0,1,,,19.400051,10.267511,3,,.948,0,.11111111
1996,2,.47499999,.22562499,.013338329,,,,.42781895,0,1,,,19.411686,10.311224,5,,.948,0,.18518518
1997,2,.5,.25,.038516518,,,,.48261562,0,1,,,19.423725,10.360047,4,,.948,0,.14814815
1998,2,.52499998,.27562496,.0101614,,,,.68810236,0,1,,,19.435383,10.402722,13,,.948,0,.48148149
1999,2,.55000001,.30250001,-.084086657,,,,1.0032402,0,1,,,19.446865,10.452213,0,,.948,0,0
2000,2,.57499999,.330625,-.19604206,,,,1.0918469,0,1,,,19.457993,10.503693,9,,.948,0,.33333334
2001,2,.60000002,.36000001,-.39973974,,,,.64478976,.14285715,1,,,19.467892,10.526041,27,,.9409999999999999,-.0070000002,1
2002,2,.625,.390625,-.25873095,,,,.39889762,0,1,,,19.477169,10.549702,20,,.916,-.025,.74074072
2003,2,.64999998,.42249995,-.22920549,,,,.33725104,.14285715,1,,,19.485764,10.588532,17,,.834,-.082000002,.62962961
2004,2,.67500001,.45562503,-.41083127,,,,.57642049,.14285715,1,,,19.495018,10.643561,3,,.834,0,.11111111
2005,2,.69999999,.48999998,-.12836963,,,,.4865931,.21428572,1,,,19.504236,10.698918,3,,.891,.057,.11111111
2006,2,.72500002,.52562505,.073962815,,,,.86948127,.21428572,1,,,19.513878,10.745853,3,,.867,-.024,.11111111
2007,2,.75,.5625,.15231609,,,,.80820197,.21428572,1,,,19.523388,10.780237,0,,.891,.024,0
2008,2,.77499998,.60062498,.10374933,,,,1.0697436,.21428572,1,,,19.532846,10.787285,,,.9350000000000001,.044,
2009,2,.80000001,.64000005,.01755059,,,,.59891999,.21428572,1,,,19.541615,10.757936,,,.951,.016000001,
2010,2,.82499999,.68062496,.05097777,,,,.75641376,.21428572,1,,,19.549974,10.786719,,,.953,.0020000001,
2011,2,.85000002,.72250003,-.011485521,,,,.84843963,.071428575,1,,,19.557611,10.815405,,,.953,0,
2012,2,.875,.765625,-.11328697,,,,.72858006,.071428575,1,,,19.565229,10.848036,,,.953,0,
2013,2,.89999998,.80999994,.0027179699,,,,.79532653,.071428575,1,,,19.572605,10.871617,,,.953,0,
2014,2,,,,,,,,,,,,,10.904091,,,.953,0,
2015,2,,,,,,,,,,,,,10.930188,,,.953,0,
2016,2,,,,,,,,,,,,,,,,.953,0,
1960,6,,,,,,,,,,,,,6.5757937,,,,,
1961,6,,,,,,,,,,,,,6.6557169,,,,,
1962,6,,,,,,,,,,,,,6.750803,,,,,
1963,6,,,,,,,,,,,,,6.8370662,,,,,
1964,6,,,,,,,,,,,,,6.9141693,,,,,
1965,6,,,,,,,,,,,,,7.0128651,,,,,
1966,6,,,,,,,,,,,,,7.0965657,,,,,
1967,6,,,,,,,,,,,,,7.1968918,,,,,
1968,6,,,,,,,,,,,,,7.3002658,,,,,
1969,6,,,,,,,,,,,,,7.4156971,,,,,
1970,6,,,,,,,,,,,,,7.5242128,,,,,
1971,6,,,,,,,,,,,,,7.6228204,,,,,
1972,6,,,,,,,,,,,,,7.7171183,,,,,
1973,6,,,,,,,,,,,,,7.7966394,,,,,
1974,6,,,,,,,,,,,,,7.8688283,,,,,
1975,6,,,,,,,,,,,,,7.915072,,,,,
1976,6,,,,,,,,,,,,,7.9883604,,,,,
1977,6,,,,,,,,,,,,,8.0736437,,,,,
1978,6,,,,,,,,,,,,,8.1796913,,,,,
1979,6,,,,,,,,,,,,,8.3001585,,,,,
1980,6,,,,,,,,,,,,,8.4124632,,,,,
1981,6,,,,,,,,,,,,,8.5012112,,,,,
1982,6,,,,,,,,,,,,,8.5399342,,,,,
1983,6,,,,,,,,,,,,,8.5598164,,,,,
1984,6,,,,,,,,,,,,,8.653491,,,,,
1985,6,,,,,,,,,,,,,8.7008562,,,,,
1986,6,,,,,,,,,,,,,8.7708244,,,,,
1987,6,,,,,,,,,,,,,8.8447037,,,,,
1988,6,,,,,,,,,,,,,8.927413,,,,,
1989,6,,,,,,,,,,,,,8.9950676,,,,,
1990,6,,,,,,,,,,,,,9.0656042,,,,,
1991,6,,,,,,,,,,,,,9.1120682,,,,,
1992,6,,,,,,,,,,,,,9.1756802,0,,,,0
1993,6,,,,,,,,,,,,,9.2313461,0,,,,0
1994,6,,,,,,,,,,,,,9.2943525,0,,,,0
1995,6,,,,,,,,,,,,,9.3569641,0,,,,0
1996,6,,,,,,,,,,,,,9.4069891,0,,,,0
1997,6,,,,,,,,,,,,,9.4585781,0,,,,0
1998,6,,,,,,,,,,,,,9.5683231,0,,,,0
1999,6,,,,,,,,,,,,,9.6304302,0,,,,0
2000,6,,,,,,,,,,,,,9.6922808,0,,,,0
2001,6,,,,,,,,,,9,.053211011,,9.8115759,,,,,
2002,6,,,,,,,,,,6,.053211011,,9.8507595,,.082568809,,,
2003,6,,,,,,,,,,3,.053211011,,9.8944569,,.055045873,,,
2004,6,,,,,,,,,,,,,9.9517536,,.027522936,,,
2005,6,,,,,,,,,,,,,9.9969473,,,,,
2006,6,,,,,,,,,,6,.053211011,,10.040461,,,,,
2007,6,,,,,,,,,,7,.053211011,,10.071748,,.055045873,,,
2008,6,,,,,,,,,,7,.053211011,,10.122557,,.064220183,,,
2009,6,,,,,,,,,,5,.053211011,,10.156918,,.064220183,,,
2010,6,,,,,,,,,,3,.053211011,,10.182472,,.04587156,,,
2011,6,,,,,,,,,,10,.053211011,,10.213867,,.027522936,,,
2012,6,,,,,,,,,,2,.053211011,,10.233207,,.091743119,,,
2013,6,,,,,,,,,,,,,10.264783,,.018348623,,,
2014,6,,,,,,,,,,,,,,,,,,
2015,6,,,,,,,,,,,,,,,,,,
2016,6,,,,,,,,,,,,,,,,,,
1960,20,,,,,,,,,,,,,7.7383003,,,.9350000000000001,-.017000001,
1961,20,,,,,,,,,,,,,7.7103372,,,.9350000000000001,0,
1962,20,,,,,,,,,,,,,7.7210073,,,.9350000000000001,0,
1963,20,,,,,,,,,,,,,7.7642279,,,.9350000000000001,0,
1964,20,,,,,,,,,,,,,7.835784,,,.9350000000000001,0,
1965,20,,,,,,,,,,,,,7.9155622,,,.9350000000000001,0,
1966,20,,,,,,,,,,,,,8.0099297,,,.9350000000000001,0,
1967,20,,,,,,,,,,,,,8.0624571,,,.9350000000000001,0,
1968,20,,,,,,,,,,,,,8.134778,,,.9350000000000001,0,
1969,20,,,,,,,,,,,,,8.2171659,,,.9350000000000001,0,
1970,20,,,,,,,,,,,,,8.3240776,,,.958,.023,
1971,20,,,,,,,,,,,,,8.4308195,,,.958,0,
1972,20,,,,,,,,,,,,,8.5451231,,,.958,0,
1973,20,,,,,,,,,,,,,8.6777124,,,.958,0,
1974,20,,,,,,,,,,,,,8.8598566,,,.958,0,
1975,20,,,,,,,,,,,,,8.9213161,,,.958,0,
1976,20,,,,,,,,,,6,.082131937,,9.0806551,,,.958,0,
1977,20,0,0,,.0078125,,.055259146,.19325842,0,1,,.082131937,16.985027,9.0929928,,.055045873,.958,0,
1978,20,.025,.00062499999,-.0029301599,.0078125,.0078125,.055259146,.19426242,0,1,,.082131937,16.995064,9.1155968,,,.958,0,
1979,20,.050000001,.0024999999,-.0058627101,.02734375,.0078125,.055259146,.19885984,0,1,,.082131937,17.005039,9.2115841,,,.958,0,
1980,20,.075000003,.0056250002,-.01635552,.03125,.02734375,.055259146,.20031376,0,1,,.082131937,17.017973,9.3178883,,,.958,0,
1981,20,.1,.010000001,-.018113259,.0390625,.03125,.055259146,.18542828,0,1,,.082131937,17.030378,9.4171743,,,.958,0,
1982,20,.125,.015625,-.052958731,.04296875,.0390625,.055259146,.18387368,0,1,,.082131937,17.042435,9.4286518,,,.958,0,
1983,20,.15000001,.022500001,.081748962,.02734375,.04296875,.055259146,.18930544,0,1,15,.082131937,17.052462,9.501359,,,.958,0,
1984,20,.175,.030624999,.15442431,.03125,.02734375,.055259146,.19726519,0,1,17,.082131937,17.062078,9.5343533,,.13761468,.958,0,
1985,20,.2,.040000003,.23831606,.03125,.03125,.055259146,.18748493,0,1,,.082131937,17.071373,9.5511217,,.1559633,.958,0,
1986,20,.22499999,.050624996,.18438876,.01171875,.03125,.055259146,.19176735,0,1,,.082131937,17.081423,9.5752497,,,.958,0,
1987,20,.25,.0625,.13798952,.00390625,.01171875,.055259146,.20698841,0,1,4,.082131937,17.09454,9.6955681,,,.958,0,
1988,20,.27500001,.075625002,.066728003,.01171875,.00390625,.055259146,.20123257,0,1,,.082131937,17.10745,9.8450251,,.036697246,.958,0,
1989,20,.30000001,.090000004,.01339376,.015625,.01171875,.055259146,.20090069,0,1,,.082131937,17.125286,9.9349031,,,.958,0,
1990,20,.32499999,.10562499,-.041739941,.03125,.015625,.055259146,.2054483,0,1,5,.082131937,17.140223,9.9698038,,,.958,0,
1991,20,.34999999,.12249999,-.1080507,.0234375,.03125,.055259146,.19184873,0,1,9,.082131937,17.153828,9.9834347,,.04587156,.958,0,
1992,20,.375,.140625,-.17942965,.0390625,.0234375,.055259146,.19717938,0,1,13,.082131937,17.166101,9.9413252,0,.082568809,.958,0,0
1993,20,.40000001,.16000001,.088818669,.03515625,.0390625,.055259146,.19720206,0,1,,.082131937,17.177046,9.9043589,0,.11926606,.958,0,0
1994,20,.42500001,.18062501,-.020208361,.03125,.03515625,.055259146,.20724708,0,1,,.082131937,17.186657,9.8964224,0,,.958,0,0
1995,20,.44999999,.20249999,.15801728,.03125,.03125,.055259146,.21028635,0,1,,.082131937,17.194939,9.9319534,0,,.958,0,0
1996,20,.47499999,.22562499,.19755363,.02734375,.03125,.055259146,.21138264,0,1,13,.082131937,17.205711,9.9609642,0,,.958,0,0
1997,20,.5,.25,.078681111,.0234375,.02734375,.055259146,.21685399,0,1,,.082131937,17.216282,9.9882946,0,.11926606,.958,0,0
1998,20,.52499998,.27562496,-.065954916,.03515625,.0234375,.055259146,.24947876,0,1,,.082131937,17.224937,9.9469223,0,,.958,0,0
1999,20,.55000001,.30250001,-.038539771,.03515625,.03515625,.055259146,.25509241,0,1,,.082131937,17.233212,10.006371,0,,.958,0,0
2000,20,.57499999,.330625,-.21782398,.03125,.03515625,.055259146,.37673384,0,1,13,.082131937,17.242041,10.090969,2,,.958,0,.074074075
2001,20,.60000002,.36000001,-.15725732,.05078125,.03125,.055259146,.26353726,0,1,7,.082131937,17.252136,10.072876,5,.11926606,.958,0,.18518518
2002,20,.625,.390625,-.14590263,.03125,.05078125,.055259146,.24760431,0,1,5,.082131937,17.261108,10.092776,0,.064220183,.958,0,0
2003,20,.64999998,.42249995,.052056309,.03125,.03125,.055259146,.20515893,0,1,15,.082131937,17.27107,10.246089,0,.04587156,.958,0,0
2004,20,.67500001,.45562503,.0037574801,.0546875,.03125,.055259146,.18222758,0,1,7,.082131937,17.28109,10.372862,0,.13761468,.958,0,0
2005,20,.69999999,.48999998,-.10526776,.07421875,.0546875,.055259146,.25783324,0,1,15,.082131937,17.290949,10.496527,0,.064220183,.958,0,0
2006,20,.72500002,.52562505,-.081259012,.0859375,.07421875,.055259146,.35792789,0,1,5,.082131937,17.298918,10.606256,0,.13761468,.958,0,0
2007,20,.75,.5625,-.06308198,.09375,.0859375,.055259146,.52144331,0,1,5,.082131937,17.308617,10.704245,0,.04587156,.958,0,0
2008,20,.77499998,.60062498,.074110635,.1015625,.09375,.055259146,.36156869,0,1,9,.082131937,17.319439,10.749277,,.04587156,.958,0,
2009,20,.80000001,.64000005,.28943419,.10546875,.1015625,.055259146,.24917857,0,1,5,.082131937,17.330887,10.615787,,.082568809,.958,0,
2010,20,.82499999,.68062496,.02045095,.09765625,.10546875,.055259146,.26566926,0,1,6,.082131937,17.342026,10.767343,,.04587156,.958,0,
2011,20,.85000002,.72250003,.14672935,.09375,.09765625,.055259146,.2982668,0,1,6,.082131937,17.351902,10.86061,,.055045873,.958,0,
2012,20,.875,.765625,.09834826,.125,.09375,.055259146,.30822271,0,1,8,.082131937,17.363733,10.868479,,.055045873,.958,0,
2013,20,.89999998,.80999994,.035430189,.12109375,.125,.055259146,.39107504,0,1,,.082131937,17.375292,10.864104,,.073394492,.975,.017000001,
2014,20,.92500001,.85562503,,.15234375,.12109375,.055259146,.35275733,0,1,,.082131937,17.386272,10.823481,,,.975,0,
2015,20,.94999999,.90249997,,.14453125,.15234375,.055259146,.32422456,0,1,,.082131937,17.394903,10.674719,,,.975,0,
2016,20,.97500002,.95062506,,.1328125,.14453125,.055259146,.00017886799,0,1,,.082131937,,,,,.975,0,
2017,20,1,1,,.13671875,.1328125,.055259146,.00017886799,0,1,,.082131937,,,,,.971,-.0040000002,
1960,31,,,,,,,,,,,,,7.3462276,,,,,
1961,31,,,,,,,,,,,,,7.4094148,,,,,
1962,31,,,,,,,,,,,,,7.4690571,,,,,
1963,31,,,,,,,,,,,,,7.5321546,,,,,
1964,31,,,,,,,,,,,,,7.5981688,,,,,
1965,31,,,,,,,,,,,,,7.6708517,,,,,
1966,31,,,,,,,,,,,,,7.7506042,,,,,
1967,31,,,,,,,,,,,,,7.8465385,,,,,
1968,31,,,,,,,,,,,,,7.9390411,,,,,
1969,31,,,,,,,,,,,,,8.0757217,,,,,
1970,31,,,,,,,,,,,,,8.0643969,,,,,
1971,31,,,,,,,,,,,,,8.1010485,,,,,
1972,31,,,,,,,,,,,,,8.1084957,,,,,
1973,31,,,,,,,,,,,,,8.2151804,,,,,
1974,31,,,,,,,,,,,,,8.1363974,,,,,
1975,31,,,,,,,,,,,,,8.057209,,,,,
1976,31,,,,,,,,,,,,,8.110302,,,,,
1977,31,0,0,,,,.057091348,.18361166,,,,.074495412,12.191558,8.1934338,,,,,
1978,31,.025,.00062499999,.066176064,,,.057091348,.18354468,,,,.074495412,12.213599,8.3262243,,,,,
1979,31,.050000001,.0024999999,.05428195,.015625,,.057091348,.18355548,,,,.074495412,12.235816,8.6183033,,,,,
1980,31,.075000003,.0056250002,.035781261,.0078125,.015625,.057091348,.18353809,,,,.074495412,12.258,8.7544212,,,,,
1981,31,.1,.010000001,.022034649,.02734375,.0078125,.057091348,.18362083,,,,.074495412,12.280271,8.7982187,,,,,
1982,31,.125,.015625,.0094795199,.01953125,.02734375,.057091348,.18352598,,,,.074495412,12.302632,8.8769817,,,,,
1983,31,.15000001,.022500001,-.0079345694,.0234375,.01953125,.057091348,.18350102,,,,.074495412,12.324677,8.9483271,,,,,
1984,31,.175,.030624999,-.02053857,.01953125,.0234375,.057091348,.18350321,,,,.074495412,12.345904,9.0908508,,,,,
1985,31,.2,.040000003,-.041781068,.01953125,.01953125,.057091348,.18343396,,,,.074495412,12.365995,9.1991396,,,,,
1986,31,.22499999,.050624996,-.071824789,.0234375,.01953125,.057091348,.18348363,,,10,.074495412,12.384771,9.2437248,,,,,
1987,31,.25,.0625,.18440545,.01171875,.0234375,.057091348,.18355256,,,,.074495412,12.402425,9.3192644,,.091743119,,,
1988,31,.27500001,.075625002,.14864327,.01953125,.01171875,.057091348,.18362749,,,,.074495412,12.419473,9.3397846,,,,,
1989,31,.30000001,.090000004,.13391018,.02734375,.01953125,.057091348,.18359676,,,2,.074495412,12.436609,9.4057255,,,,,
1990,31,.32499999,.10562499,.073192723,.0234375,.02734375,.057091348,.18357006,,,1,.074495412,12.454252,9.421483,,.018348623,,,
1991,31,.34999999,.12249999,.025961999,.03125,.0234375,.057091348,.18359324,,,1,.074495412,12.472724,9.3855381,,.0091743115,,,
1992,31,.375,.140625,-.014100079,.03125,.03125,.057091348,.18358214,,,4,.074495412,12.491752,9.3658152,0,.0091743115,,,0
1993,31,.40000001,.16000001,-.055931211,.046875,.03125,.057091348,.18365966,,,3,.074495412,12.510483,9.3416014,0,.036697246,,,0
1994,31,.42500001,.18062501,-.10244191,.04296875,.046875,.057091348,.18362686,,,1,.074495412,12.527804,9.3768816,0,.027522936,,,0
1995,31,.44999999,.20249999,.20956218,.04296875,.04296875,.057091348,.18387203,,,6,.074495412,12.543084,9.4124508,0,.0091743115,,,0
1996,31,.47499999,.22562499,.13933539,.0390625,.04296875,.057091348,.18359005,,,6,.074495412,12.555997,9.4506998,0,.055045873,,,0
1997,31,.5,.25,.11293709,.0390625,.0390625,.057091348,.18394354,,,7,.074495412,12.567126,9.7577715,0,.055045873,,,0
1998,31,.52499998,.27562496,.05661786,.046875,.0390625,.057091348,.18578622,,,15,.074495412,12.577823,9.8231983,0,.064220183,,,0
1999,31,.55000001,.30250001,-.035130981,.0546875,.046875,.057091348,.18559788,,,9,.074495412,12.589878,9.9284706,0,.13761468,,,0
2000,31,.57499999,.330625,-.11946678,.05078125,.0546875,.057091348,.18509829,,,22,.074495412,12.604483,9.9636965,0,.082568809,,,0
2001,31,.60000002,.36000001,-.20016611,.0703125,.05078125,.057091348,.18503411,,,13,.074495412,12.621943,9.9756832,0,.20183486,,,0
2002,31,.625,.390625,-.35959244,.078125,.0703125,.057091348,.18435924,,,12,.074495412,12.641646,10.021511,0,.11926606,,,0
2003,31,.64999998,.42249995,-.20141542,.0546875,.078125,.057091348,.18539932,,,21,.074495412,12.662728,9.9991808,0,.11009175,,,0
2004,31,.67500001,.45562503,.081086762,.08984375,.0546875,.057091348,.18566108,,,3,.074495412,12.683979,9.9985943,0,.19266056,,,0
2005,31,.69999999,.48999998,.094302297,.08984375,.08984375,.057091348,.1863859,,,10,.074495412,12.704552,10.060742,0,.027522936,,,0
2006,31,.72500002,.52562505,-.14906049,.09375,.08984375,.057091348,.18765229,,,7,.074495412,12.724274,10.074122,0,.091743119,,,0
2007,31,.75,.5625,-.27801216,.08984375,.09375,.057091348,.18803042,,,8,.074495412,12.743323,10.098484,0,.064220183,,,0
2008,31,.77499998,.60062498,-.028576851,.078125,.08984375,.057091348,.18771076,,,10,.074495412,12.761643,10.07143,,.073394492,,,
2009,31,.80000001,.64000005,.011658071,.109375,.078125,.057091348,.18586156,,,8,.074495412,12.779253,10.000751,,.091743119,,,
2010,31,.82499999,.68062496,.069025762,.10546875,.109375,.057091348,.18665576,,,5,.074495412,12.796163,9.9951782,,.073394492,,,
2011,31,.85000002,.72250003,-.072398782,.0859375,.10546875,.057091348,.18777139,,,12,.074495412,12.812329,9.9765005,,.04587156,,,
2012,31,.875,.765625,-.03759861,.11328125,.0859375,.057091348,.18644112,,,7,.074495412,12.827692,10.003903,,.11009175,,,
2013,31,.89999998,.80999994,-.0080066901,.11328125,.11328125,.057091348,.1865492,,,,.074495412,12.842229,10.013041,,.064220183,,,
2014,31,.92500001,.85562503,,.11328125,.11328125,.057091348,.18795258,,,,.074495412,12.855931,10.008636,,,,,
2015,31,.94999999,.90249997,,.10546875,.11328125,.057091348,.18444951,,,,.074495412,12.86881,10.038758,,,,,
2016,31,.97500002,.95062506,,.09765625,.10546875,.057091348,0,,,,.074495412,,,,,,,
2017,31,1,1,,.07421875,.09765625,.057091348,0,,,,.074495412,,,,,,,
1960,40,,,,,,,,,,,,,,,,.779,.068999998,
1961,40,,,,,,,,,,,,,,,,.779,0,
1962,40,,,,,,,,,,,,,,,,.779,0,
1963,40,,,,,,,,,,,,,,,,.779,0,
1964,40,,,,,,,,,,,,,,,,.779,0,
1965,40,,,,,,,,,,,,,,,,.779,0,
1966,40,,,,,,,,,,,,,,,,.79,.011,
1967,40,,,,,,,,,,,,,,,,.79,0,
1968,40,,,,,,,,,,,,,,,,.79,0,
1969,40,,,,,,,,,,,,,,,,.79,0,
1970,40,,,,,,,,,,,,,6.4819336,,,.8070000000000001,.017000001,
1971,40,,,,,,,,,,,,,6.6587286,,,.8070000000000001,0,
1972,40,,,,,,,,,,,,,6.8039179,,,.8070000000000001,0,
1973,40,,,,,,,,,,,,,6.9925137,,,.8070000000000001,0,
1974,40,,,,,,,,,,,,,7.1102252,,,.8070000000000001,0,
1975,40,,,,,,,,,,,,,7.23002,,,.8070000000000001,0,
1976,40,,,,,,,,,,24,.22070773,,7.2757277,,,.8070000000000001,0,
1977,40,0,0,,,,.12770432,.001537081,0,.15000001,42,.22070773,16.080879,7.296062,,.22018349,.8070000000000001,0,
1978,40,.025,.00062499999,-.023627879,,,.12770432,.000785248,0,.15000001,11,.22070773,16.08881,7.5161624,,.38532111,.8070000000000001,0,
1979,40,.050000001,.0024999999,.11471301,.0546875,,.12770432,.00042554701,0,.15000001,27,.22070773,16.095573,7.6024289,,.10091743,.8169999999999999,.0099999998,
1980,40,.075000003,.0056250002,.076071918,.1015625,.0546875,.12770432,.000299259,0,.15000001,,.22070773,16.101477,7.6131573,,.24770643,.769,-.048,
1981,40,.1,.010000001,.049101561,.09375,.1015625,.12770432,.000299259,0,.15000001,,.22070773,16.106449,7.6200328,,,.769,0,
1982,40,.125,.015625,-.098554939,.07421875,.09375,.12770432,.00022358399,0,.15000001,27,.22070773,16.11063,7.6549425,,,.769,0,
1983,40,.15000001,.022500001,-.0059309602,.09375,.07421875,.12770432,.000235869,0,.15000001,11,.22070773,16.114763,7.7088523,,.24770643,.769,0,
1984,40,.175,.030624999,.055090491,.05859375,.09375,.12770432,.00049532502,0,.15000001,9,.22070773,16.119801,7.7831588,,.10091743,.769,0,
1985,40,.2,.040000003,.0082425801,.0703125,.05859375,.12770432,.00035576901,0,.15000001,25,.22070773,16.12636,7.7289805,,.082568809,.769,0,
1986,40,.22499999,.050624996,-.12104899,.06640625,.0703125,.12770432,.000411788,0,.15000001,38,.22070773,16.134756,7.775948,,.22935779,.769,0,
1987,40,.25,.0625,.25008008,.12109375,.06640625,.12770432,.00053070602,0,.15000001,11,.22070773,16.144667,7.8059831,,.34862384,.769,0,
1988,40,.27500001,.075625002,.30166492,.09765625,.12109375,.12770432,.00063242402,0,.15000001,30,.22070773,16.155302,7.8806572,,.10091743,.769,0,
1989,40,.30000001,.090000004,.17070353,.078125,.09765625,.12770432,.001032911,0,.15000001,19,.22070773,16.165562,7.8544736,,.27522936,.769,0,
1990,40,.32499999,.10562499,.18440992,.15625,.078125,.12770432,.00045159101,0,.15000001,18,.22070773,16.174673,7.9035873,,.17431192,.769,0,
1991,40,.34999999,.12249999,.10991782,.08984375,.15625,.12770432,.00042997001,0,.15000001,24,.22070773,16.182438,7.7320395,,.16513762,.769,0,
1992,40,.375,.140625,-.02810419,.04296875,.08984375,.12770432,.00041080601,0,.15000001,34,.22070773,16.189093,7.6291113,0,.22018349,.769,0,0
1993,40,.40000001,.16000001,.045892891,.04296875,.04296875,.12770432,.00059016398,0,.15000001,28,.22070773,16.19483,7.6360335,2,.3119266,.769,0,.074074075
1994,40,.42500001,.18062501,.080544062,.07421875,.04296875,.12770432,.00069433998,0,.15000001,42,.22070773,16.199991,7.8713632,0,.25688073,.769,0,0
1995,40,.44999999,.20249999,-.044016242,.10546875,.07421875,.12770432,.00079655001,0,.15000001,54,.22070773,16.204828,7.9338222,0,.38532111,.769,0,0
1996,40,.47499999,.22562499,.095504224,.15625,.10546875,.12770432,.001179838,0,.15000001,44,.22070773,16.209341,7.7334929,0,.49541286,.769,0,0
1997,40,.5,.25,.16103774,.12109375,.15625,.12770432,.001768528,0,.15000001,33,.22070773,16.213446,7.7432384,0,.40366971,.769,0,0
1998,40,.52499998,.27562496,.11096925,.19140625,.12109375,.12770432,.0028397669,0,.15000001,38,.22070773,16.217207,7.753973,0,.30275229,.769,0,0
1999,40,.55000001,.30250001,.19497216,.27734375,.19140625,.12770432,.0020053801,0,.15000001,37,.22070773,16.220697,7.8477345,0,.34862384,.769,0,0
2000,40,.57499999,.330625,.10572523,.18359375,.27734375,.12770432,.0019690171,0,.15000001,16,.22070773,16.223967,7.9191608,0,.33944955,.769,0,0
2001,40,.60000002,.36000001,.13967395,.203125,.18359375,.12770432,.0026063549,0,.15000001,18,.22070773,16.227081,7.9519734,0,.14678898,.769,0,0
2002,40,.625,.390625,.13938934,.17578125,.203125,.12770432,.002701686,0,.15000001,15,.22070773,16.230043,8.0074635,0,.16513762,.769,0,0
2003,40,.64999998,.42249995,.10703743,.0078125,.17578125,.12770432,.002644192,0,.15000001,21,.22070773,16.232748,8.0712967,2,.13761468,.769,0,.074074075
2004,40,.67500001,.45562503,.02132773,.1796875,.0078125,.12770432,.0038348411,0,.15000001,23,.22070773,16.23505,8.1311245,0,.19266056,.769,0,0
2005,40,.69999999,.48999998,-.01700848,.140625,.1796875,.12770432,.003614696,0,.15000001,21,.22070773,16.23686,8.2392969,0,.21100917,.8,.030999999,0
2006,40,.72500002,.52562505,-.10909498,.12109375,.140625,.12770432,.0027464021,0,.15000001,12,.22070773,16.238115,8.4505634,0,.19266056,.8,0,0
