year,ccode,time,timesq,changehr,monitoring,monitoring_lagged,meanmonitoring,forinv,conflict,polity,monitoringAI,meanAI,poplog,gdplog,shaming,AI_lagged,v2x_clphy,changeclphy,rs_shaming
1992,790,.375,.140625,.0711748,.03125,.0703125,.11051829,.011799851,0,.75,15,.16094364,16.799452,5.1479454,0,.19266056,.6830000000000001,.025,0
1993,790,.40000001,.16000001,.080840588,.05859375,.03125,.11051829,.011491746,0,.75,17,.16094364,16.826756,5.193984,0,.13761468,.6830000000000001,0,0
1994,790,.42500001,.18062501,.2262193,.03515625,.05859375,.11051829,.012707947,0,.75,17,.16094364,16.853315,5.2728,1,.1559633,.6830000000000001,0,.037037037
1995,790,.44999999,.20249999,-.075396299,.0546875,.03515625,.11051829,.01177528,0,.75,14,.16094364,16.878477,5.3266449,0,.1559633,.636,-.046999998,0
1996,790,.47499999,.22562499,-.32840729,.078125,.0546875,.11051829,.20606394,.14285715,.75,16,.16094364,16.902113,5.3300147,0,.12844037,.612,-.024,0
1997,790,.5,.25,-.19704819,.0546875,.078125,.11051829,.19777606,.14285715,.75,18,.16094364,16.924358,5.3919492,0,.14678898,.612,0,0
1998,790,.52499998,.27562496,-.33055037,.109375,.0546875,.11051829,.19212063,.14285715,.75,15,.16094364,16.945183,5.3583503,0,.16513762,.612,0,0
1999,790,.55000001,.30250001,-.088985264,.1484375,.109375,.11051829,.20346044,.14285715,.80000001,25,.16094364,16.964609,5.3747997,0,.13761468,.612,0,0
2000,790,.57499999,.330625,-.30130595,.1171875,.1484375,.11051829,.19369374,.14285715,.80000001,20,.16094364,16.982677,5.4442902,1,.22935779,.583,-.028999999,.037037037
2001,790,.60000002,.36000001,-.20498127,.15625,.1171875,.11051829,.2003662,.14285715,.80000001,24,.16094364,16.99942,5.5167818,0,.18348624,.541,-.041999999,0
2002,790,.625,.390625,-.30269355,.171875,.15625,.11051829,.19530445,.14285715,.2,19,.16094364,17.014875,5.5085926,0,.22018349,.448,-.093000002,0
2003,790,.64999998,.42249995,-.016670231,.14453125,.171875,.11051829,.19483741,.14285715,.2,47,.16094364,17.029129,5.5395126,0,.17431192,.448,0,0
2004,790,.67500001,.45562503,-.23488596,.16015625,.14453125,.11051829,.20018525,.14285715,.2,30,.16094364,17.04228,5.6652827,0,.43119267,.448,0,0
2005,790,.69999999,.48999998,-.058164299,.1953125,.16015625,.11051829,.19966973,.14285715,.2,43,.16094364,17.054457,5.764401,1,.27522936,.503,.055,.037037037
2006,790,.72500002,.52562505,.33238679,.17578125,.1953125,.11051829,.20122424,.14285715,.80000001,15,.16094364,17.065666,5.8596702,0,.39449543,.634,.131,0
2007,790,.75,.5625,.68536115,.16796875,.17578125,.11051829,.20406292,0,.80000001,21,.16094364,17.076052,5.981843,0,.13761468,.765,.131,0
2008,790,.77499998,.60062498,.19443542,.23046875,.16796875,.11051829,.21551105,0,.80000001,12,.16094364,17.086037,6.1665864,,.19266056,.765,0,
2009,790,.80000001,.64000005,.16003877,.1953125,.23046875,.11051829,.212973,0,.80000001,20,.16094364,17.096146,6.1808515,,.11009175,.8110000000000001,.046,
2010,790,.82499999,.68062496,.28974056,.23046875,.1953125,.11051829,.20655344,0,.80000001,8,.16094364,17.106741,6.3892798,,.18348624,.8070000000000001,-.0040000002,
2011,790,.85000002,.72250003,.34416378,.1875,.23046875,.11051829,.20682034,0,.80000001,14,.16094364,17.117964,6.5451818,,.073394492,.8070000000000001,0,
2012,790,.875,.765625,.34905165,.1875,.1875,.11051829,.20726179,0,.80000001,14,.16094364,17.129715,6.5301437,,.12844037,.826,.018999999,
2013,790,.89999998,.80999994,.32103598,.1875,.1875,.11051829,.2187272,0,.80000001,,.16094364,17.141804,6.540072,,.12844037,.72,-.106,
2014,790,.92500001,.85562503,,.19921875,.1875,.11051829,.21374756,0,.80000001,,.16094364,17.153936,6.5534778,,,.748,.028000001,
2015,790,.94999999,.90249997,,.21484375,.19921875,.11051829,.18366374,0,.80000001,,.16094364,17.165895,6.5961885,,,.766,.017999999,
2016,790,.97500002,.95062506,,.2109375,.21484375,.11051829,.00017886799,0,.80000001,,.16094364,,,,,.779,.013,
2017,790,1,1,,.16796875,.2109375,.11051829,.00017886799,0,.80000001,,.16094364,,,,,.855,.075999998,
1960,800,,,,,,,,,,,,,4.6128178,,,.118,0,
1961,800,,,,,,,,,,,,,4.6774697,,,.118,0,
1962,800,,,,,,,,,,,,,4.7342887,,,.118,0,
1963,800,,,,,,,,,,,,,4.7718978,,,.118,0,
1964,800,,,,,,,,,,,,,4.8357892,,,.153,.035,
1965,800,,,,,,,,,,,,,4.9266596,,,.153,0,
1966,800,,,,,,,,,,,,,5.0814395,,,.153,0,
1967,800,,,,,,,,,,,,,5.1175418,,,.153,0,
1968,800,,,,,,,,,,,,,5.163569,,,.153,0,
1969,800,,,,,,,,,,,,,5.2304702,,,.153,0,
1970,800,,,,,,,,,,,,,5.2581496,,,.153,0,
1971,800,,,,,,,,,,,,,5.2691884,,,.153,0,
1972,800,,,,,,,,,,,,,5.3440371,,,.156,.003,
1973,800,,,,,,,,,,,,,5.5978732,,,.161,.0049999999,
1974,800,,,,,,,,,,,,,5.8054876,,,.244,.082999997,
1975,800,,,,,,,,,,,,,5.8623462,,,.244,0,
1976,800,,,,,,,,,,19,.12334353,,5.9699421,,,.196,-.048,
1977,800,0,0,,.01171875,,.13262194,.19369389,.21428572,.40000001,11,.12334353,17.60911,6.0987921,,.17431192,.165,-.030999999,
1978,800,.025,.00062499999,-.18279269,.01171875,.01171875,.13262194,.19780983,.21428572,.60000002,8,.12334353,17.631538,6.2700543,,.10091743,.165,0,
1979,800,.050000001,.0024999999,-.081893504,.04296875,.01171875,.13262194,.20889352,.21428572,.60000002,16,.12334353,17.653076,6.3796983,,.073394492,.165,0,
1980,800,.075000003,.0056250002,.10838687,.0390625,.04296875,.13262194,.20287368,.21428572,.60000002,7,.12334353,17.673822,6.5261655,,.14678898,.415,.25,
1981,800,.1,.010000001,.08414641,.046875,.0390625,.13262194,.20381996,.21428572,.60000002,16,.12334353,17.693707,6.5804996,,.064220183,.415,0,
1982,800,.125,.015625,.1071696,.0546875,.046875,.13262194,.21072082,.21428572,.60000002,18,.12334353,17.712736,6.6102982,,.14678898,.415,0,
1983,800,.15000001,.022500001,.14418483,.078125,.0546875,.13262194,.21063186,.21428572,.60000002,16,.12334353,17.73119,6.6820259,,.16513762,.45,.035,
1984,800,.175,.030624999,.23617208,.078125,.078125,.13262194,.20774524,.071428575,.60000002,19,.12334353,17.749401,6.7067046,,.14678898,.469,.018999999,
1985,800,.2,.040000003,.18964499,.07421875,.078125,.13262194,.20811358,.071428575,.60000002,26,.12334353,17.767551,6.6167269,,.17431192,.469,0,
1986,800,.22499999,.050624996,-.078077324,.08203125,.07421875,.13262194,.20685141,.071428575,.60000002,15,.12334353,17.785854,6.7008591,,.23853211,.469,0,
1987,800,.25,.0625,.16989082,.10546875,.08203125,.13262194,.21463929,.071428575,.60000002,,.12334353,17.804115,6.841826,,.13761468,.469,0,
1988,800,.27500001,.075625002,.17707795,.08984375,.10546875,.13262194,.238519,0,.64999998,6,.12334353,17.821634,7.0233841,,,.469,0,
1989,800,.30000001,.090000004,.19600302,.1015625,.08984375,.13262194,.21381575,0,.64999998,8,.12334353,17.837513,7.165895,,.055045873,.469,0,
1990,800,.32499999,.10562499,.017364921,.0625,.1015625,.13262194,.25270885,0,.64999998,11,.12334353,17.851215,7.3187304,,.073394492,.507,.037999999,
1991,800,.34999999,.12249999,.083497167,.09765625,.0625,.13262194,.24035792,0,.44999999,13,.12334353,17.862518,7.4481068,,.10091743,.394,-.113,
1992,800,.375,.140625,-.18837094,.0703125,.09765625,.13262194,.22360946,0,.94999999,28,.12334353,17.871834,7.5650334,0,.11926606,.237,-.15700001,0
1993,800,.40000001,.16000001,.23304552,.078125,.0703125,.13262194,.29251078,0,.94999999,19,.12334353,17.880043,7.7021809,0,.25688073,.6820000000000001,.44499999,0
1994,800,.42500001,.18062501,.20853162,.07421875,.078125,.13262194,.24077365,0,.94999999,20,.12334353,17.888338,7.823205,0,.17431192,.6820000000000001,0,0
1995,800,.44999999,.20249999,.35947114,.07421875,.07421875,.13262194,.236403,0,.94999999,17,.12334353,17.897549,7.9572635,0,.18348624,.6820000000000001,0,0
1996,800,.47499999,.22562499,-.069890924,.14453125,.07421875,.13262194,.25770622,0,.94999999,14,.12334353,17.907835,8.0251083,0,.1559633,.6820000000000001,0,0
1997,800,.5,.25,.27197003,.05859375,.14453125,.13262194,.25059581,0,.94999999,7,.12334353,17.918896,7.816206,0,.12844037,.6820000000000001,0,0
1998,800,.52499998,.27562496,.13960391,.078125,.05859375,.13262194,.25984395,0,.94999999,12,.12334353,17.93049,7.5261254,0,.064220183,.6820000000000001,0,0
1999,800,.55000001,.30250001,.05767047,.06640625,.078125,.13262194,.29293603,0,.94999999,16,.12334353,17.942225,7.6226177,0,.11009175,.6820000000000001,0,0
2000,800,.57499999,.330625,-.17049015,.0859375,.06640625,.13262194,.24689716,0,.94999999,11,.12334353,17.953766,7.608891,0,.14678898,.6820000000000001,0,0
2001,800,.60000002,.36000001,-.18645108,.09765625,.0859375,.13262194,.21053751,0,.94999999,10,.12334353,17.965214,7.5480137,0,.10091743,.613,-.068999998,0
2002,800,.625,.390625,-.18691689,.11328125,.09765625,.13262194,.22158939,0,.94999999,14,.12334353,17.976526,7.6468215,2,.091743119,.5610000000000001,-.052000001,.074074075
2003,800,.64999998,.42249995,-.39142698,.15625,.11328125,.13262194,.20838028,.071428575,.94999999,18,.12334353,17.987082,7.7619085,2,.12844037,.5610000000000001,0,.074074075
2004,800,.67500001,.45562503,-.55003911,.1328125,.15625,.13262194,.22961457,.071428575,.94999999,18,.12334353,17.996101,7.8798513,1,.16513762,.465,-.096000001,.037037037
2005,800,.69999999,.48999998,-.38199276,.171875,.1328125,.13262194,.23626658,.071428575,.94999999,21,.12334353,18.003101,7.9635944,1,.16513762,.503,.037999999,.037037037
2006,800,.72500002,.52562505,-.082970858,.19140625,.171875,.13262194,.21915761,.071428575,.25,5,.12334353,18.007805,8.1170492,0,.19266056,.465,-.037999999,0
2007,800,.75,.5625,.099009275,.29296875,.19140625,.13262194,.2155892,.071428575,.44999999,6,.12334353,18.010508,8.2846937,0,.04587156,.465,0,0
2008,800,.77499998,.60062498,.20290405,.2421875,.29296875,.13262194,.2477468,.071428575,.69999999,10,.12334353,18.012009,8.3858957,,.055045873,.465,0,
2009,800,.80000001,.64000005,.13373196,.25390625,.2421875,.13262194,.2512145,.071428575,.69999999,6,.12334353,18.013437,8.3502264,,.091743119,.465,0,
2010,800,.82499999,.68062496,-.21583974,.21875,.25390625,.13262194,.25154114,.071428575,.69999999,6,.12334353,18.015596,8.5393286,,.055045873,.41,-.055,
2011,800,.85000002,.72250003,.097039342,.1875,.21875,.13262194,.20355864,.071428575,.85000002,11,.12334353,18.018753,8.6196585,,.055045873,.481,.071000002,
2012,800,.875,.765625,.11371791,.25,.1875,.13262194,.24749823,.071428575,.85000002,6,.12334353,18.02265,8.6852846,,.10091743,.492,.011,
2013,800,.89999998,.80999994,.17129064,.28515625,.25,.13262194,.24179634,.071428575,.85000002,,.12334353,18.026918,8.7363367,,.055045873,.452,-.039999999,
2014,800,.92500001,.85562503,,.30078125,.28515625,.13262194,.2027052,.071428575,.34999999,,.12334353,18.030981,8.6944923,,,.303,-.149,
2015,800,.94999999,.90249997,,.30859375,.30078125,.13262194,.21488537,.071428575,.34999999,,.12334353,18.03442,8.6684437,,,.254,-.048999999,
2016,800,.97500002,.95062506,,.30078125,.30859375,.13262194,.00017886799,.071428575,.34999999,,.12334353,,,,,.265,.011,
2017,800,1,1,,.2265625,.30078125,.13262194,.00017886799,.071428575,.34999999,,.12334353,,,,,.225,-.039999999,
1960,811,,,,,,,,,,,,,4.7126107,,,.434,0,
1961,811,,,,,,,,,,,,,4.6956854,,,.434,0,
1962,811,,,,,,,,,,,,,4.6960411,,,.434,0,
1963,811,,,,,,,,,,,,,4.7695832,,,.434,0,
1964,811,,,,,,,,,,,,,4.8177428,,,.459,.025,
1965,811,,,,,,,,,,,,,4.9001069,,,.459,0,
1966,811,,,,,,,,,,,,,4.9327426,,,.459,0,
1967,811,,,,,,,,,,,,,4.9684753,,,.459,0,
1968,811,,,,,,,,,,,,,5.0551376,,,.459,0,
1969,811,,,,,,,,,,,,,4.9545875,,,.459,0,
1970,811,,,,,,,,,,,,,4.6279535,,,.346,-.113,
1971,811,,,,,,,,,,,,,4.9076176,,,.298,-.048,
1972,811,,,,,,,,,,,,,4.2335119,,,.298,0,
1973,811,,,,,,,,,,,,,4.5432286,,,.298,0,
1974,811,,,,,,,,,,,,,4.3544011,,,.298,0,
1975,811,,,,,,,,,,,,,,,,.015,-.28299999,
1976,811,,,,,,,,,,22,.23328964,,,,,.015,0,
1977,811,0,0,,,,.14693509,.00018918701,.64285713,.15000001,42,.23328964,15.792649,,,.20183486,.015,0,
1978,811,.025,.00062499999,.35337901,,,.14693509,.00019115199,.64285713,.15000001,7,.23328964,15.758921,,,.38532111,.015,0,
1979,811,.050000001,.0024999999,.31735265,.0859375,,.14693509,.001490399,.42857143,,16,.23328964,15.731712,,,.064220183,.057,.041999999,
1980,811,.075000003,.0056250002,.55482042,.06640625,.0859375,.14693509,.18583967,.42857143,,,.23328964,15.720337,,,.14678898,.121,.064000003,
1981,811,.1,.010000001,.19335374,.14453125,.06640625,.14693509,.00094642502,.42857143,,10,.23328964,15.728678,,,,.121,0,
1982,811,.125,.015625,.031785969,.0859375,.14453125,.14693509,.00062456197,.42857143,,17,.23328964,15.75354,,,.091743119,.121,0,
1983,811,.15000001,.022500001,-.10806277,.1171875,.0859375,.14693509,.00075379899,.42857143,,14,.23328964,15.789055,,,.1559633,.121,0,
1984,811,.175,.030624999,-.12377858,.11328125,.1171875,.14693509,.00059114699,.42857143,,25,.23328964,15.827076,,,.12844037,.121,0,
1985,811,.2,.040000003,.01913905,.11328125,.11328125,.14693509,.000336114,.42857143,,60,.23328964,15.862309,,,.22935779,.121,0,
1986,811,.22499999,.050624996,-.038377639,.08984375,.11328125,.14693509,.00036658,.42857143,,44,.23328964,15.893718,,,.55045873,.121,0,
1987,811,.25,.0625,.083894879,.125,.08984375,.14693509,.00067517598,.42857143,,,.23328964,15.923086,,,.40366971,.121,0,
1988,811,.27500001,.075625002,.10457695,.09765625,.125,.14693509,.00065846799,.35714287,.5,17,.23328964,15.951699,,,,.121,0,
1989,811,.30000001,.090000004,.18629357,.11328125,.09765625,.14693509,.0011017059,.35714287,.5,14,.23328964,15.981537,,,.1559633,.121,0,
1990,811,.32499999,.10562499,.20336106,.14453125,.11328125,.14693509,.001096301,.14285715,.55000001,22,.23328964,16.01372,,,.12844037,.121,0,
1991,811,.34999999,.12249999,.22765964,.14453125,.14453125,.14693509,.0033847231,.14285715,.55000001,16,.23328964,16.048059,,,.20183486,.121,0,
1992,811,.375,.140625,.0020659,.125,.14453125,.14693509,.19034299,.14285715,.55000001,17,.23328964,16.083426,,0,.14678898,.134,.013,0
1993,811,.40000001,.16000001,-.16984046,.08984375,.125,.14693509,.1942227,.14285715,.55000001,19,.23328964,16.118805,5.534153,0,.1559633,.134,0,0
1994,811,.42500001,.18062501,.059114698,.11328125,.08984375,.14693509,.19679566,.14285715,.55000001,36,.23328964,16.153004,5.5968175,0,.17431192,.354,.22,0
1995,811,.44999999,.20249999,.14584422,.09375,.11328125,.14693509,.19983026,.14285715,.55000001,34,.23328964,16.185236,5.7738514,0,.33027524,.354,0,0
1996,811,.47499999,.22562499,-.00101298,.1796875,.09375,.14693509,.19802283,.14285715,.55000001,29,.23328964,16.215418,5.7625217,0,.3119266,.354,0,0
1997,811,.5,.25,.0070175501,.1796875,.1796875,.14693509,.19744034,.14285715,.15000001,27,.23328964,16.243734,5.7159939,0,.26605505,.254,-.1,0
1998,811,.52499998,.27562496,.12913406,.16796875,.1796875,.14693509,.19236763,0,.60000002,32,.23328964,16.270088,5.5911474,3,.24770643,.376,.122,.11111111
1999,811,.55000001,.30250001,.36276937,.13671875,.16796875,.14693509,.19756986,0,.60000002,48,.23328964,16.294424,5.6865182,0,.29357797,.376,0,0
2000,811,.57499999,.330625,.47311395,.140625,.13671875,.14693509,.1949203,0,.60000002,34,.23328964,16.316774,5.702322,5,.44036698,.431,.055,.18518518
2001,811,.60000002,.36000001,.16367942,.125,.140625,.14693509,.20052722,0,.60000002,24,.23328964,16.337141,5.7673597,3,.3119266,.477,.046,.11111111
2002,811,.625,.390625,-.02687454,.06640625,.125,.14693509,.20024848,0,.60000002,31,.23328964,16.355694,5.8224669,0,.22018349,.477,0,0
2003,811,.64999998,.42249995,-.063540041,.125,.06640625,.14693509,.19672231,0,.60000002,41,.23328964,16.372831,5.8890729,0,.28440368,.477,0,0
2004,811,.67500001,.45562503,-.016210679,.11328125,.125,.14693509,.20244867,0,.60000002,39,.23328964,16.389065,6.0090218,0,.37614679,.477,0,0
2005,811,.69999999,.48999998,.03177553,.23046875,.11328125,.14693509,.20635785,0,.60000002,27,.23328964,16.404781,6.1579294,0,.35779816,.44,-.037,0
2006,811,.72500002,.52562505,-.14477044,.16015625,.23046875,.14693509,.20946376,0,.60000002,16,.23328964,16.420076,6.2875772,2,.24770643,.44,0,.074074075
2007,811,.75,.5625,-.2118969,.20703125,.16015625,.14693509,.20464662,0,.60000002,23,.23328964,16.434999,6.444581,0,.14678898,.44,0,0
2008,811,.77499998,.60062498,.16022116,.17578125,.20703125,.14693509,.21124379,0,.60000002,23,.23328964,16.449818,6.6106191,,.21100917,.44,0,
2009,811,.80000001,.64000005,.20997435,.23046875,.17578125,.14693509,.2174468,0,.60000002,21,.23328964,16.464825,6.6004248,,.21100917,.44,0,
2010,811,.82499999,.68062496,.14116852,.2109375,.23046875,.14693509,.21798524,0,.60000002,8,.23328964,16.480207,6.6627402,,.19266056,.45,.0099999998,
2011,811,.85000002,.72250003,.045847598,.203125,.2109375,.14693509,.21892452,0,.60000002,20,.23328964,16.496059,6.7789569,,.073394492,.45,0,
2012,811,.875,.765625,-.01837373,.19140625,.203125,.14693509,.21667889,0,.60000002,15,.23328964,16.512314,6.8527465,,.18348624,.45,0,
2013,811,.89999998,.80999994,-.0016605901,.19140625,.19140625,.14693509,.22452295,0,.60000002,,.23328964,16.528784,6.9320664,,.13761468,.446,-.0040000002,
2014,811,.92500001,.85562503,,.1953125,.19140625,.14693509,.22934331,0,.60000002,,.23328964,16.5452,6.9981232,,,.441,-.0049999999,
2015,811,.94999999,.90249997,,.1953125,.1953125,.14693509,.18843536,0,.60000002,,.23328964,16.561363,7.0550451,,,.446,.0049999999,
2016,811,.97500002,.95062506,,.22265625,.1953125,.14693509,.00017886799,0,.60000002,,.23328964,,,,,.384,-.061999999,
2017,811,1,1,,.21875,.22265625,.14693509,.00017886799,0,.30000001,,.23328964,,,,,.361,-.023,
1960,812,,,,,,,,,,,,,,,,.324,-.075000003,
1961,812,,,,,,,,,,,,,,,,.324,0,
1962,812,,,,,,,,,,,,,,,,.324,0,
1963,812,,,,,,,,,,,,,,,,.324,0,
1964,812,,,,,,,,,,,,,,,,.324,0,
1965,812,,,,,,,,,,,,,,,,.324,0,
1966,812,,,,,,,,,,,,,,,,.324,0,
1967,812,,,,,,,,,,,,,,,,.324,0,
1968,812,,,,,,,,,,,,,,,,.324,0,
1969,812,,,,,,,,,,,,,,,,.324,0,
1970,812,,,,,,,,,,,,,,,,.324,0,
1971,812,,,,,,,,,,,,,,,,.324,0,
1972,812,,,,,,,,,,,,,,,,.324,0,
1973,812,,,,,,,,,,,,,,,,.324,0,
1974,812,,,,,,,,,,,,,,,,.324,0,
1975,812,,,,,,,,,,,,,,,,.155,-.169,
1976,812,,,,,,,,,,19,.13918743,,,,,.098,-.057,
1977,812,0,0,,,,.11215049,.001375904,.14285715,.15000001,15,.13918743,14.95702,,,.17431192,.098,0,
1978,812,.025,.00062499999,-.04857317,,,.11215049,.0021763849,.14285715,.15000001,15,.13918743,14.967394,,,.13761468,.098,0,
1979,812,.050000001,.0024999999,-.038670298,.046875,,.11215049,.001098758,.14285715,.15000001,28,.13918743,14.97937,,,.13761468,.098,0,
1980,812,.075000003,.0056250002,.2459529,,.046875,.11215049,.002405866,.14285715,.15000001,21,.13918743,14.994996,,,.25688073,.098,0,
1981,812,.1,.010000001,.093140602,.07421875,,.11215049,.001193105,.14285715,.15000001,20,.13918743,15.014743,,,.19266056,.098,0,
1982,812,.125,.015625,.045053959,.07421875,.07421875,.11215049,.00073610898,.14285715,.15000001,34,.13918743,15.037848,,,.18348624,.098,0,
1983,812,.15000001,.022500001,-.02563357,.06640625,.07421875,.11215049,.001077136,.14285715,.15000001,13,.13918743,15.063546,,,.3119266,.098,0,
1984,812,.175,.030624999,.01408264,.08984375,.06640625,.11215049,.001089912,.14285715,.15000001,,.13918743,15.090697,6.1962576,,.11926606,.098,0,
1985,812,.2,.040000003,.1049833,.0625,.08984375,.11215049,.00070122001,.14285715,.15000001,31,.13918743,15.118463,6.4662857,,,.098,0,
1986,812,.22499999,.050624996,.085992217,.05078125,.0625,.11215049,.00171644,.14285715,.15000001,19,.13918743,15.146617,6.1514864,,.28440368,.098,0,
1987,812,.25,.0625,.1978533,.05078125,.05078125,.11215049,.001539047,.14285715,.15000001,,.13918743,15.175221,5.6317172,,.17431192,.098,0,
1988,812,.27500001,.075625002,.57230532,.0390625,.05078125,.11215049,.0030712141,.14285715,.15000001,10,.13918743,15.204082,5.0066252,,,.098,0,
1989,812,.30000001,.090000004,.38495868,.05078125,.0390625,.11215049,.0029837459,.14285715,.15000001,16,.13918743,15.233046,5.1534133,,.091743119,.098,0,
1990,812,.32499999,.10562499,.26628345,.06640625,.05078125,.11215049,.0028402591,.14285715,.15000001,10,.13918743,15.261921,5.3169661,,.14678898,.098,0,
1991,812,.34999999,.12249999,.51315188,.03125,.06640625,.11215049,.003618136,0,.15000001,6,.13918743,15.290628,5.4603386,,.091743119,.09,-.0080000004,
1992,812,.375,.140625,.13621986,.03125,.03125,.11215049,.004262845,0,.15000001,17,.13918743,15.318914,5.5246263,0,.055045873,.09,0,0
1993,812,.40000001,.16000001,.14621437,.03125,.03125,.11215049,.0061694551,0,.15000001,12,.13918743,15.34627,5.6604805,0,.1559633,.09,0,0
1994,812,.42500001,.18062501,.39636642,.03515625,.03125,.11215049,.0082819583,0,.15000001,9,.13918743,15.372114,5.7852731,0,.11009175,.09,0,0
1995,812,.44999999,.20249999,.36280453,.04296875,.03515625,.11215049,.0087502571,0,.15000001,6,.13918743,15.396091,5.894496,0,.082568809,.09,0,0
1996,812,.47499999,.22562499,.19497514,.0546875,.04296875,.11215049,.012257339,0,.15000001,8,.13918743,15.418186,5.9329796,0,.055045873,.121,.030999999,0
1997,812,.5,.25,-.33478379,.05078125,.0546875,.11215049,.0079080071,0,.15000001,5,.13918743,15.438586,5.842586,0,.073394492,.121,0,0
1998,812,.52499998,.27562496,-.49490899,.10546875,.05078125,.11215049,.01023132,0,.15000001,9,.13918743,15.45743,5.512835,0,.04587156,.121,0,0
1999,812,.55000001,.30250001,-.21798939,.125,.10546875,.11215049,.0072765658,0,.15000001,6,.13918743,15.47492,5.6229601,0,.082568809,.121,0,0
2000,812,.57499999,.330625,-.42134941,.13671875,.125,.11215049,.009072612,0,.15000001,16,.13918743,15.491275,5.7808042,0,.055045873,.121,0,0
2001,812,.60000002,.36000001,-.012996499,.16015625,.13671875,.11215049,.011816557,0,.15000001,10,.13918743,15.506474,5.7869916,0,.14678898,.121,0,0
2002,812,.625,.390625,-.12459278,.13671875,.16015625,.11215049,.008631832,0,.15000001,13,.13918743,15.520684,5.7668591,0,.091743119,.114,-.0070000002,0
2003,812,.64999998,.42249995,-.33161312,.1328125,.13671875,.11215049,.0066028638,0,.15000001,32,.13918743,15.534521,5.893487,0,.11926606,.114,0,0
2004,812,.67500001,.45562503,.069719262,.140625,.1328125,.11215049,.0097979102,0,.15000001,37,.13918743,15.548739,6.0358958,0,.29357797,.114,0,0
2005,812,.69999999,.48999998,.15192479,.18359375,.140625,.11215049,.010239674,0,.15000001,25,.13918743,15.563843,6.1657591,0,.33944955,.114,0,0
2006,812,.72500002,.52562505,.1812318,.19921875,.18359375,.11215049,.010543846,0,.15000001,9,.13918743,15.580042,6.3824329,0,.22935779,.118,.0040000002,0
2007,812,.75,.5625,.34542143,.20703125,.19921875,.11215049,.013235703,0,.15000001,21,.13918743,15.597158,6.5666447,0,.082568809,.118,0,0
2008,812,.77499998,.60062498,.5918768,.20703125,.20703125,.11215049,.0099124052,0,.15000001,7,.13918743,15.614815,6.8029499,,.19266056,.118,0,
2009,812,.80000001,.64000005,.15519023,.1953125,.20703125,.11215049,.011056862,0,.15000001,13,.13918743,15.632475,6.8543077,,.064220183,.118,0,
2010,812,.82499999,.68062496,.13158977,.1875,.1953125,.11215049,.012894676,0,.15000001,6,.13918743,15.649777,7.0449882,,.11926606,.118,0,
2011,812,.85000002,.72250003,.0089460602,.1953125,.1875,.11215049,.019073468,0,.15000001,6,.13918743,15.666625,7.1708727,,.055045873,.118,0,
2012,812,.875,.765625,.030354859,.171875,.1953125,.11215049,.016070066,0,.15000001,7,.13918743,15.683158,7.2764664,,.055045873,.118,0,
2013,812,.89999998,.80999994,.01483321,.1640625,.171875,.11215049,.016678412,0,.15000001,,.13918743,15.699543,7.4389644,,.064220183,.152,.034000002,
2014,812,.92500001,.85562503,,.15625,.1640625,.11215049,.025123021,0,.15000001,,.13918743,15.71602,7.4681692,,,.152,0,
2015,812,.94999999,.90249997,,.1953125,.15625,.11215049,.00017886799,0,.15000001,,.13918743,15.732731,7.502367,,,.152,0,
2016,812,.97500002,.95062506,,.19140625,.1953125,.11215049,.00017886799,0,.15000001,,.13918743,,,,,.152,0,
2017,812,1,1,,.12109375,.19140625,.11215049,.00017886799,0,.15000001,,.13918743,,,,,.163,.011,
1976,815,,,,,,,,,,,,,,,,,,
1977,815,,,,,,,,,,,,,,,,,,
1978,815,,,,,,,,,,,,,,,,,,
1979,815,,,,,,,,,,,,,,,,,,
1980,815,,,,,,,,,,,,,,,,,,
1981,815,,,,,,,,,,,,,,,,,,
1982,815,,,,,,,,,,,,,,,,,,
1983,815,,,,,,,,,,,,,,,,,,
1984,815,,,,,,,,,,,,,,,,,,
1985,815,,,,,,,,,,,,,,,,,,
1986,815,,,,,,,,,,,,,,,,,,
1987,815,,,,,,,,,,,,,,,,,,
1988,815,,,,,,,,,,,,,,,,,,
1989,815,,,,,,,,,,,,,,,,,,
1990,815,,,,,,,,,,,,,,,,,,
1991,815,,,,,,,,,,,,,,,,,,
1992,815,,,,,,,,,,,,,,0,,,,0
1993,815,,,,,,,,,,,,,,0,,,,0
1994,815,,,,,,,,,,,,,,0,,,,0
1995,815,,,,,,,,,,,,,,0,,,,0
1996,815,,,,,,,,,,,,,,0,,,,0
1997,815,,,,,,,,,,,,,,0,,,,0
1998,815,,,,,,,,,,,,,,0,,,,0
1999,815,,,,,,,,,,,,,,0,,,,0
2000,815,,,,,,,,,,,,,,0,,,,0
1976,816,,,,,,,,,,54,.22859327,,,,,.615,0,
1977,816,0,0,,,,.1683694,0,,,39,.22859327,,,,.49541286,.615,0,
1978,816,.025,.00062499999,-.024858419,,,.1683694,0,,,58,.22859327,,,,.35779816,.615,0,
1979,816,.050000001,.0024999999,-.048647519,.04296875,,.1683694,0,,,43,.22859327,,,,.5321101,.615,0,
1980,816,.075000003,.0056250002,.28431386,.05078125,.04296875,.1683694,0,,,37,.22859327,,,,.39449543,.615,0,
1981,816,.1,.010000001,.12424305,.078125,.05078125,.1683694,0,,,38,.22859327,,,,.33944955,.615,0,
